sensor,type,uptime,v,a,w,kwh,hz,pf,time
main_power,json,59689,229.2,0.467,55.8,1.073,50.1,0.52,2020-12-01 12:32:04
main_power,json,59720,229.2,0.468,55.1,1.074,50.1,0.51,2020-12-01 12:32:35
main_power,json,59751,229.2,0.477,55.1,1.074,50.1,0.5,2020-12-01 12:33:06
main_power,json,59782,229.1,0.469,55.5,1.075,50.1,0.52,2020-12-01 12:33:37
main_power,json,59813,229.1,0.478,56.5,1.075,50.1,0.52,2020-12-01 12:34:08
main_power,json,59844,229,0.479,58.1,1.076,50.1,0.53,2020-12-01 12:34:39
main_power,json,59875,228.9,0.491,55.6,1.076,50.1,0.49,2020-12-01 12:35:10
main_power,json,59906,229.3,0.478,58.3,1.077,50.2,0.53,2020-12-01 12:35:41
main_power,json,59937,229.2,0.487,59.3,1.077,50.1,0.53,2020-12-01 12:36:12
main_power,json,59968,229.3,0.48,56.9,1.078,50.1,0.52,2020-12-01 12:36:43
main_power,json,60000,229.3,0.484,56.9,1.078,50.1,0.51,2020-12-01 12:37:15
main_power,json,60031,229.5,0.482,56,1.079,50.1,0.51,2020-12-01 12:37:46
main_power,json,60062,229.3,0.47,56.5,1.079,50.2,0.52,2020-12-01 12:38:17
main_power,json,60093,229.2,0.478,56,1.08,50.1,0.51,2020-12-01 12:38:48
main_power,json,60124,229.3,0.47,56.5,1.08,50.1,0.52,2020-12-01 12:39:19
main_power,json,60155,229.2,0.474,55.5,1.081,50.1,0.51,2020-12-01 12:39:50
main_power,json,60186,229.4,0.466,54.4,1.081,50.1,0.51,2020-12-01 12:40:21
main_power,json,60217,229.5,0.492,58.9,1.082,50.1,0.52,2020-12-01 12:40:52
main_power,json,60248,229.7,0.479,56.8,1.082,50.1,0.52,2020-12-01 12:41:23
main_power,json,60279,229.4,0.468,54.1,1.083,50.1,0.5,2020-12-01 12:41:54
main_power,json,60310,229.6,0.458,53.6,1.083,50.2,0.51,2020-12-01 12:42:25
main_power,json,60342,229.4,0.467,55,1.084,50.1,0.51,2020-12-01 12:42:57
main_power,json,60373,229.6,0.462,53.4,1.084,50.2,0.5,2020-12-01 12:43:28
main_power,json,60404,229.6,0.475,55.8,1.085,50.2,0.51,2020-12-01 12:43:59
main_power,json,60435,229.1,0.479,56,1.085,50.2,0.51,2020-12-01 12:44:30
main_power,json,60466,229.3,0.479,56.4,1.085,50.1,0.51,2020-12-01 12:45:01
main_power,json,60497,229.4,0.483,57.5,1.086,50.1,0.52,2020-12-01 12:45:32
main_power,json,60528,229.6,0.478,56.5,1.087,50.2,0.51,2020-12-01 12:46:03
main_power,json,60559,229.5,0.47,56,1.087,50.2,0.52,2020-12-01 12:46:34
main_power,json,60590,229.2,0.473,56,1.087,50.2,0.52,2020-12-01 12:47:05
main_power,json,60621,229.1,0.491,58.8,1.088,50.2,0.52,2020-12-01 12:47:36
main_power,json,60652,228.9,0.491,56.8,1.088,50.2,0.51,2020-12-01 12:48:07
main_power,json,60684,229.3,0.491,59.3,1.089,50.2,0.53,2020-12-01 12:48:39
main_power,json,60715,229.2,0.48,56.6,1.089,50.2,0.51,2020-12-01 12:49:10
main_power,json,60746,229.4,0.471,56.4,1.09,50.2,0.52,2020-12-01 12:49:41
main_power,json,60777,229.3,0.486,56.1,1.09,50.2,0.5,2020-12-01 12:50:12
main_power,json,60808,229.3,0.491,55.4,1.091,50.2,0.49,2020-12-01 12:50:43
main_power,json,60839,228.9,0.473,55.3,1.091,50.2,0.51,2020-12-01 12:51:14
main_power,json,60870,229.4,0.481,55.7,1.092,50.2,0.5,2020-12-01 12:51:45
main_power,json,60901,229.2,0.478,55.2,1.092,50.2,0.5,2020-12-01 12:52:16
main_power,json,60932,228.9,0.477,55.4,1.093,50.1,0.51,2020-12-01 12:52:47
main_power,json,60963,228.8,0.458,53.5,1.093,50.1,0.51,2020-12-01 12:53:18
main_power,json,60994,228.7,0.492,55.6,1.094,50,0.49,2020-12-01 12:53:49
main_power,json,61026,228.6,0.487,56.4,1.094,50,0.51,2020-12-01 12:54:21
main_power,json,61057,228.6,0.49,56.1,1.095,50,0.5,2020-12-01 12:54:52
main_power,json,61088,228.5,0.469,54.1,1.095,50,0.5,2020-12-01 12:55:23
main_power,json,61119,228.5,0.492,59.3,1.096,50,0.53,2020-12-01 12:55:54
main_power,json,61150,228.3,0.474,56,1.096,49.9,0.52,2020-12-01 12:56:25
main_power,json,61181,228.2,0.466,55.8,1.097,49.9,0.52,2020-12-01 12:56:56
main_power,json,61212,228.4,0.469,55,1.097,49.8,0.51,2020-12-01 12:57:27
main_power,json,61243,228.5,0.486,63.2,1.098,49.8,0.57,2020-12-01 12:57:58
main_power,json,61274,228.2,0.469,55.7,1.098,49.8,0.52,2020-12-01 12:58:29
main_power,json,61305,228.6,0.474,55.7,1.099,49.9,0.51,2020-12-01 12:59:00
main_power,json,61336,228.8,0.464,55.4,1.099,49.9,0.52,2020-12-01 12:59:31
main_power,json,61367,228,0.47,55.1,1.1,49.8,0.51,2020-12-01 13:00:02
main_power,json,61399,228.3,0.474,56.5,1.1,49.9,0.52,2020-12-01 13:00:34
main_power,json,61430,228.2,0.479,55.8,1.101,49.9,0.51,2020-12-01 13:01:05
main_power,json,61461,228,0.479,55.7,1.101,49.8,0.51,2020-12-01 13:01:36
main_power,json,61492,227.6,0.483,57,1.102,49.7,0.52,2020-12-01 13:02:07
main_power,json,61523,227.5,0.483,56.6,1.102,49.8,0.52,2020-12-01 13:02:38
main_power,json,61554,227.6,0.464,56.4,1.103,49.8,0.53,2020-12-01 13:03:09
main_power,json,61585,228.1,0.473,56.1,1.103,49.9,0.52,2020-12-01 13:03:40
main_power,json,61616,228.3,0.478,57,1.104,50,0.52,2020-12-01 13:04:11
main_power,json,61647,228,0.481,56.5,1.104,49.9,0.52,2020-12-01 13:04:42
main_power,json,61678,227.9,0.482,56.5,1.105,50,0.51,2020-12-01 13:05:13
main_power,json,61709,227.8,0.465,54.2,1.105,50,0.51,2020-12-01 13:05:44
main_power,json,61741,227.3,0.462,53.6,1.106,49.9,0.51,2020-12-01 13:06:16
main_power,json,61772,227.5,0.473,55.5,1.106,50.1,0.52,2020-12-01 13:06:47
main_power,json,61803,227.4,0.472,55.3,1.106,50.1,0.52,2020-12-01 13:07:18
main_power,json,61834,227.1,0.492,56.4,1.107,50,0.5,2020-12-01 13:07:49
main_power,json,61865,227.4,0.473,54.2,1.107,49.9,0.5,2020-12-01 13:08:20
main_power,json,61896,227.5,0.477,55.6,1.108,50,0.51,2020-12-01 13:08:51
main_power,json,61927,227.3,0.469,55.3,1.108,50,0.52,2020-12-01 13:09:22
main_power,json,61958,227.3,0.484,55.9,1.109,49.9,0.51,2020-12-01 13:09:53
main_power,json,61989,227.9,0.488,57.7,1.109,50.1,0.52,2020-12-01 13:10:24
main_power,json,62020,227.5,0.486,56.3,1.11,50.1,0.51,2020-12-01 13:10:55
main_power,json,62051,227.3,0.485,56.1,1.11,50.1,0.51,2020-12-01 13:11:26
main_power,json,62082,227.4,0.496,58.9,1.111,50.1,0.52,2020-12-01 13:11:57
main_power,json,62114,227.3,0.492,58.4,1.111,50.2,0.52,2020-12-01 13:12:29
main_power,json,62145,227.3,0.466,54.6,1.112,50.2,0.52,2020-12-01 13:13:00
main_power,json,62176,227.4,0.489,57.2,1.112,50.2,0.51,2020-12-01 13:13:31
main_power,json,62207,227.4,0.484,56.8,1.113,50.2,0.52,2020-12-01 13:14:02
main_power,json,62238,227.2,0.462,54.4,1.113,50.2,0.52,2020-12-01 13:14:33
main_power,json,62269,226.9,0.48,59,1.114,50.2,0.54,2020-12-01 13:15:04
main_power,json,62300,226.6,0.493,58.4,1.114,50.2,0.52,2020-12-01 13:15:35
main_power,json,62331,226.5,0.482,55.5,1.115,50.1,0.51,2020-12-01 13:16:06
main_power,json,62362,226.7,0.465,53.7,1.115,50.1,0.51,2020-12-01 13:16:37
main_power,json,62393,226.5,0.481,55.1,1.116,50.2,0.51,2020-12-01 13:17:08
main_power,json,62424,227.1,0.484,55.6,1.116,50.1,0.51,2020-12-01 13:17:39
main_power,json,62456,228.1,0.469,54.5,1.117,50.1,0.51,2020-12-01 13:18:11
main_power,json,62487,228,0.484,56,1.117,50.2,0.51,2020-12-01 13:18:42
main_power,json,62518,227.9,0.491,55.3,1.118,50.1,0.49,2020-12-01 13:19:13
main_power,json,62549,227.9,0.482,56,1.118,50.1,0.51,2020-12-01 13:19:44
main_power,json,62580,228.2,0.479,56.3,1.119,50.1,0.52,2020-12-01 13:20:15
main_power,json,62611,228.2,0.468,55.3,1.119,50.2,0.52,2020-12-01 13:20:46
main_power,json,62642,228,0.464,56,1.12,50.2,0.53,2020-12-01 13:21:17
main_power,json,62673,227.9,0.483,55.6,1.12,50.1,0.51,2020-12-01 13:21:48
main_power,json,62704,228.2,0.466,55.9,1.121,50.1,0.53,2020-12-01 13:22:19
main_power,json,62735,227.4,0.487,56.8,1.121,50.2,0.51,2020-12-01 13:22:50
main_power,json,62766,227.3,0.469,55.3,1.122,50.1,0.52,2020-12-01 13:23:21
main_power,json,62798,227.4,0.479,55.2,1.122,50.2,0.51,2020-12-01 13:23:53
main_power,json,62829,227.4,0.478,55.1,1.122,50.1,0.51,2020-12-01 13:24:24
main_power,json,62860,227.2,0.469,54.8,1.123,50.1,0.51,2020-12-01 13:24:55
main_power,json,62891,227.2,0.47,55.7,1.123,50.1,0.52,2020-12-01 13:25:26
main_power,json,62922,227.3,0.47,55.3,1.124,50.1,0.52,2020-12-01 13:25:57
main_power,json,62953,227.2,0.479,54.8,1.125,50.1,0.5,2020-12-01 13:26:28
main_power,json,62984,227.1,0.482,55.1,1.125,50.2,0.5,2020-12-01 13:26:59
main_power,json,63015,226.8,0.492,57.3,1.125,50.1,0.51,2020-12-01 13:27:30
main_power,json,63046,227.5,0.485,56,1.126,50.2,0.51,2020-12-01 13:28:01
main_power,json,63077,227.4,0.483,56.7,1.126,50.2,0.52,2020-12-01 13:28:32
main_power,json,63108,227.2,0.473,55.3,1.127,50.1,0.51,2020-12-01 13:29:03
main_power,json,63140,227.1,0.479,56,1.127,50.1,0.51,2020-12-01 13:29:35
main_power,json,63171,227,0.468,56.1,1.128,50.2,0.53,2020-12-01 13:30:06
main_power,json,63202,227.1,0.486,56.3,1.128,50.1,0.51,2020-12-01 13:30:37
main_power,json,63233,227.2,0.495,59.6,1.129,50.1,0.53,2020-12-01 13:31:08
main_power,json,63264,227.1,0.513,59.7,1.129,50.1,0.51,2020-12-01 13:31:39
main_power,json,63295,226.6,0.471,55.2,1.13,50.1,0.52,2020-12-01 13:32:10
main_power,json,63326,227,0.475,55.1,1.13,50.1,0.51,2020-12-01 13:32:41
main_power,json,63357,226.6,0.483,58.2,1.131,50.1,0.53,2020-12-01 13:33:12
main_power,json,63388,226,0.469,55.7,1.131,50,0.53,2020-12-01 13:33:43
main_power,json,63419,225.9,0.473,56,1.132,50,0.52,2020-12-01 13:34:14
main_power,json,63450,225.9,0.468,54.9,1.132,50.1,0.52,2020-12-01 13:34:45
main_power,json,63482,225.7,0.474,55.7,1.133,50.1,0.52,2020-12-01 13:35:17
main_power,json,63513,226.3,0.471,56.4,1.133,50.1,0.53,2020-12-01 13:35:48
main_power,json,63544,226.1,0.476,56.1,1.134,50.1,0.52,2020-12-01 13:36:19
main_power,json,63575,226.4,0.48,57.1,1.134,50.1,0.53,2020-12-01 13:36:50
main_power,json,63606,226.1,0.475,56.1,1.135,50,0.52,2020-12-01 13:37:21
main_power,json,63637,225.9,0.484,56.4,1.135,50.1,0.52,2020-12-01 13:37:52
main_power,json,63668,226.1,0.487,56,1.136,50,0.51,2020-12-01 13:38:23
main_power,json,63699,225.9,0.484,56.1,1.136,50,0.51,2020-12-01 13:38:54
main_power,json,63730,225.7,0.483,55.7,1.137,50,0.51,2020-12-01 13:39:25
main_power,json,63761,225.8,0.487,55.3,1.137,50.1,0.5,2020-12-01 13:39:56
main_power,json,63792,225.9,0.483,55.9,1.138,50.1,0.51,2020-12-01 13:40:27
main_power,json,63823,225.6,0.487,56.1,1.138,50.1,0.51,2020-12-01 13:40:59
main_power,json,63855,225.3,0.481,56.1,1.139,50.1,0.52,2020-12-01 13:41:30
main_power,json,63886,225.6,0.484,55.6,1.139,50.1,0.51,2020-12-01 13:42:01
main_power,json,63917,225.4,0.484,55.3,1.139,50.1,0.51,2020-12-01 13:42:32
main_power,json,63948,225.3,0.483,55.1,1.14,50.1,0.51,2020-12-01 13:43:03
main_power,json,63979,229.2,0.485,58.6,1.141,50.1,0.53,2020-12-01 13:43:34
main_power,json,64010,229.5,0.467,55.8,1.141,50.1,0.52,2020-12-01 13:44:05
main_power,json,64041,229.5,0.473,55.7,1.141,50.1,0.51,2020-12-01 13:44:36
main_power,json,64072,229.5,0.492,56,1.142,50,0.5,2020-12-01 13:45:07
main_power,json,64103,229.5,0.483,56.5,1.142,50.1,0.51,2020-12-01 13:45:38
main_power,json,64134,229.4,0.485,56.3,1.143,50.1,0.51,2020-12-01 13:46:09
main_power,json,64165,229.2,0.482,57.9,1.143,50.1,0.52,2020-12-01 13:46:40
main_power,json,64197,229.3,0.487,58.7,1.144,50.1,0.53,2020-12-01 13:47:12
main_power,json,64228,229.2,0.507,60,1.144,50.1,0.52,2020-12-01 13:47:43
main_power,json,64259,229.2,0.488,55.6,1.145,50.1,0.5,2020-12-01 13:48:14
main_power,json,64290,229.1,0.475,56,1.145,50.1,0.51,2020-12-01 13:48:45
main_power,json,64321,229.2,0.485,57.7,1.146,50.2,0.52,2020-12-01 13:49:16
main_power,json,64352,229.2,0.458,55.2,1.146,50.2,0.53,2020-12-01 13:49:47
main_power,json,64383,229,0.473,55.1,1.147,50.1,0.51,2020-12-01 13:50:18
main_power,json,64414,229.2,0.47,56,1.147,50.2,0.52,2020-12-01 13:50:49
main_power,json,64445,229,0.48,55.9,1.148,50.2,0.51,2020-12-01 13:51:20
main_power,json,64476,229,0.472,55.9,1.148,50.2,0.52,2020-12-01 13:51:51
main_power,json,64507,229,0.468,55.6,1.149,50.2,0.52,2020-12-01 13:52:22
main_power,json,64539,228.8,0.489,55.8,1.149,50.2,0.5,2020-12-01 13:52:54
main_power,json,64570,228.7,0.486,56.2,1.15,50.2,0.51,2020-12-01 13:53:25
main_power,json,64601,228.6,0.487,56.9,1.15,50.2,0.51,2020-12-01 13:53:56
main_power,json,64632,228.5,0.488,57.2,1.151,50.2,0.51,2020-12-01 13:54:27
main_power,json,64663,228.3,0.489,56.4,1.151,50.1,0.51,2020-12-01 13:54:58
main_power,json,64694,228.4,0.488,56.4,1.152,50.2,0.51,2020-12-01 13:55:29
main_power,json,64725,228.4,0.477,57.7,1.152,50.2,0.53,2020-12-01 13:56:00
main_power,json,64756,228.2,0.48,57.7,1.153,50.1,0.53,2020-12-01 13:56:31
main_power,json,64787,228.4,0.483,56.5,1.153,50.1,0.51,2020-12-01 13:57:02
main_power,json,64818,228,0.482,58.8,1.154,50.1,0.54,2020-12-01 13:57:33
main_power,json,64849,228.1,0.48,56.4,1.154,50,0.52,2020-12-01 13:58:04
main_power,json,64880,227.8,0.484,58.2,1.155,50,0.53,2020-12-01 13:58:35
main_power,json,64912,227.8,0.476,55.3,1.155,50,0.51,2020-12-01 13:59:07
main_power,json,64943,227.9,0.475,55.4,1.156,50,0.51,2020-12-01 13:59:38
main_power,json,64974,227.8,0.474,55.1,1.156,50,0.51,2020-12-01 14:00:09
main_power,json,65005,227.8,0.482,56.4,1.157,50,0.51,2020-12-01 14:00:40
main_power,json,65036,227.5,0.458,53.8,1.157,49.9,0.52,2020-12-01 14:01:11
main_power,json,65067,227.7,0.473,54.8,1.158,49.9,0.51,2020-12-01 14:01:42
main_power,json,65098,227.8,0.49,59.8,1.158,49.9,0.54,2020-12-01 14:02:13
main_power,json,65129,227.8,0.495,57,1.159,49.9,0.51,2020-12-01 14:02:44
main_power,json,65160,227.6,0.478,56,1.159,49.9,0.51,2020-12-01 14:03:15
main_power,json,65191,227.8,0.475,55.7,1.16,49.9,0.51,2020-12-01 14:03:46
main_power,json,65223,227.9,0.474,56,1.16,49.9,0.52,2020-12-01 14:04:18
main_power,json,65254,228.2,0.481,56.1,1.161,49.9,0.51,2020-12-01 14:04:49
main_power,json,65285,228,0.468,55.8,1.161,49.9,0.52,2020-12-01 14:05:20
main_power,json,65316,228.1,0.561,75,1.162,49.9,0.59,2020-12-01 14:05:51
main_power,json,65347,227.7,0.688,117.2,1.163,49.9,0.75,2020-12-01 14:06:22
main_power,json,65378,227.8,0.673,112,1.164,49.9,0.73,2020-12-01 14:06:53
main_power,json,65409,227.9,0.673,113.7,1.165,50,0.74,2020-12-01 14:07:24
main_power,json,65440,228.1,0.673,113.5,1.166,49.9,0.74,2020-12-01 14:07:55
main_power,json,65471,228,0.686,116.1,1.167,49.9,0.74,2020-12-01 14:08:26
main_power,json,65502,228.1,0.687,116.1,1.168,50,0.74,2020-12-01 14:08:57
main_power,json,65533,228.3,0.712,123.8,1.169,50,0.76,2020-12-01 14:09:28
main_power,json,65564,228.2,0.693,119.4,1.17,50,0.76,2020-12-01 14:09:59
main_power,json,65596,227.9,0.744,132.7,1.171,49.9,0.78,2020-12-01 14:10:31
main_power,json,65627,228.1,0.733,131.1,1.172,49.9,0.78,2020-12-01 14:11:02
main_power,json,65658,228.1,0.678,113.9,1.173,49.9,0.74,2020-12-01 14:11:33
main_power,json,65689,228.2,0.672,113.2,1.174,49.9,0.74,2020-12-01 14:12:04
main_power,json,65720,227.9,0.688,118.2,1.175,49.8,0.75,2020-12-01 14:12:35
main_power,json,65751,228,0.68,113.4,1.176,49.9,0.73,2020-12-01 14:13:06
main_power,json,65782,228,0.679,114.5,1.177,49.9,0.74,2020-12-01 14:13:37
main_power,json,65813,228,0.673,112.3,1.178,50,0.73,2020-12-01 14:14:08
main_power,json,65844,228,0.689,117.8,1.179,50,0.75,2020-12-01 14:14:39
main_power,json,65875,227.7,0.681,115.1,1.18,49.9,0.74,2020-12-01 14:15:10
main_power,json,65906,227.7,0.681,114.7,1.181,49.9,0.74,2020-12-01 14:15:41
main_power,json,65937,227.7,0.74,131.6,1.182,49.8,0.78,2020-12-01 14:16:12
main_power,json,65969,227.6,0.681,115.7,1.183,49.8,0.75,2020-12-01 14:16:44
main_power,json,66000,227.4,0.681,114.5,1.184,49.8,0.74,2020-12-01 14:17:15
main_power,json,66031,227.4,0.684,116.3,1.185,49.9,0.75,2020-12-01 14:17:46
main_power,json,66062,227.4,0.674,113,1.186,49.8,0.74,2020-12-01 14:18:17
main_power,json,66093,227.3,0.684,115.1,1.187,49.8,0.74,2020-12-01 14:18:48
main_power,json,66124,228,0.677,113.2,1.188,50,0.73,2020-12-01 14:19:19
main_power,json,66155,228.2,0.682,116.2,1.189,50.1,0.75,2020-12-01 14:19:50
main_power,json,66186,227.9,0.683,114.8,1.19,50.1,0.74,2020-12-01 14:20:21
main_power,json,66217,227.7,0.687,117,1.191,50,0.75,2020-12-01 14:20:52
main_power,json,66248,227.5,0.678,112.8,1.192,50,0.73,2020-12-01 14:21:23
main_power,json,66279,227.5,0.675,113.2,1.193,49.9,0.74,2020-12-01 14:21:54
main_power,json,66311,227.4,0.671,111.1,1.194,49.9,0.73,2020-12-01 14:22:26
main_power,json,66342,227.5,0.7,120.4,1.195,49.9,0.76,2020-12-01 14:22:57
main_power,json,66373,227.6,0.684,115.5,1.196,50,0.74,2020-12-01 14:23:28
main_power,json,66404,227.6,0.671,112.7,1.197,50,0.74,2020-12-01 14:23:59
main_power,json,66435,227.4,0.705,122.3,1.198,49.9,0.76,2020-12-01 14:24:30
main_power,json,66466,227.3,0.719,127.3,1.199,49.9,0.78,2020-12-01 14:25:01
main_power,json,66497,227.3,0.728,128.7,1.2,50,0.78,2020-12-01 14:25:32
main_power,json,66528,227.1,0.755,137.3,1.201,49.9,0.8,2020-12-01 14:26:03
main_power,json,66559,227.4,0.71,123.6,1.202,50,0.77,2020-12-01 14:26:34
main_power,json,66590,227.7,0.694,119.2,1.204,50,0.75,2020-12-01 14:27:05
main_power,json,66621,227.5,0.698,120.4,1.205,49.9,0.76,2020-12-01 14:27:36
main_power,json,66653,227.7,0.686,115.8,1.206,49.9,0.74,2020-12-01 14:28:08
main_power,json,66684,227.8,0.673,111.5,1.207,50,0.73,2020-12-01 14:28:39
main_power,json,66715,227.9,0.671,112.2,1.208,49.9,0.73,2020-12-01 14:29:10
main_power,json,66746,227.8,0.682,115.4,1.208,49.9,0.74,2020-12-01 14:29:41
main_power,json,66777,227.9,0.677,114.3,1.21,50,0.74,2020-12-01 14:30:12
main_power,json,66808,227.8,0.712,124,1.211,50,0.76,2020-12-01 14:30:43
main_power,json,66839,227.8,0.691,117.4,1.212,50,0.75,2020-12-01 14:31:14
main_power,json,66870,227.6,0.68,114.9,1.213,50,0.74,2020-12-01 14:31:45
main_power,json,66901,227.7,0.751,135.1,1.214,50,0.79,2020-12-01 14:32:16
main_power,json,66932,227.6,0.679,113.5,1.215,50,0.73,2020-12-01 14:32:47
main_power,json,66963,227.6,0.704,121.8,1.216,50,0.76,2020-12-01 14:33:18
main_power,json,66995,227.7,0.674,112.3,1.217,50,0.73,2020-12-01 14:33:50
main_power,json,67026,227.6,0.707,123.1,1.218,50,0.77,2020-12-01 14:34:21
main_power,json,67057,227.5,0.675,113.3,1.219,50,0.74,2020-12-01 14:34:52
main_power,json,67088,227.4,0.681,114.9,1.22,49.9,0.74,2020-12-01 14:35:23
main_power,json,67119,227.7,0.69,117,1.221,50,0.74,2020-12-01 14:35:54
main_power,json,67150,227.4,0.68,114.5,1.222,50,0.74,2020-12-01 14:36:25
main_power,json,67181,227.6,0.675,112.8,1.223,50,0.73,2020-12-01 14:36:56
main_power,json,67212,227.7,0.667,111.2,1.224,50,0.73,2020-12-01 14:37:27
main_power,json,67243,227.6,0.667,111.9,1.225,50.1,0.74,2020-12-01 14:37:58
main_power,json,67274,227.6,0.674,112.5,1.226,50,0.73,2020-12-01 14:38:29
main_power,json,67305,227.7,0.665,110.6,1.227,50,0.73,2020-12-01 14:39:00
main_power,json,67337,227.8,0.668,111.1,1.228,50,0.73,2020-12-01 14:39:32
main_power,json,67368,227.8,0.658,109.7,1.229,50,0.73,2020-12-01 14:40:03
main_power,json,67399,228.1,0.675,113.2,1.23,50,0.74,2020-12-01 14:40:34
main_power,json,67430,228,0.677,113.4,1.231,50,0.73,2020-12-01 14:41:05
main_power,json,67461,228.4,0.672,111.5,1.232,50,0.73,2020-12-01 14:41:36
main_power,json,67492,228.3,0.674,112.9,1.233,50,0.73,2020-12-01 14:42:07
main_power,json,67523,228.2,0.687,116.1,1.234,50,0.74,2020-12-01 14:42:38
main_power,json,67554,227.9,0.707,123.1,1.235,49.9,0.76,2020-12-01 14:43:09
main_power,json,67585,227.8,0.717,125.5,1.236,49.9,0.77,2020-12-01 14:43:40
main_power,json,67616,227.4,0.717,126.1,1.237,49.9,0.77,2020-12-01 14:44:11
main_power,json,67647,227.8,0.687,115.9,1.238,50,0.74,2020-12-01 14:44:42
main_power,json,67679,228,0.689,117.2,1.239,50,0.75,2020-12-01 14:45:14
main_power,json,67710,227.9,0.693,118.8,1.24,50,0.75,2020-12-01 14:45:45
main_power,json,67741,228,0.695,119.8,1.241,49.9,0.76,2020-12-01 14:46:16
main_power,json,67772,227.6,0.67,112,1.242,49.9,0.73,2020-12-01 14:46:47
main_power,json,67803,227.8,0.659,109.4,1.243,50,0.73,2020-12-01 14:47:18
main_power,json,67834,227.7,0.713,125.4,1.244,50,0.77,2020-12-01 14:47:49
main_power,json,67865,227.6,0.689,117.7,1.245,50,0.75,2020-12-01 14:48:20
main_power,json,67896,227.1,0.716,125.8,1.246,50,0.77,2020-12-01 14:48:51
main_power,json,67927,227.4,0.664,111.4,1.247,50,0.74,2020-12-01 14:49:22
main_power,json,67958,227.3,0.668,110.2,1.248,50,0.73,2020-12-01 14:49:53
main_power,json,67989,227.1,0.699,120.4,1.249,49.8,0.76,2020-12-01 14:50:24
main_power,json,68021,227.3,0.68,114.9,1.25,50,0.74,2020-12-01 14:50:56
main_power,json,68052,227.6,0.671,112,1.251,50,0.73,2020-12-01 14:51:27
main_power,json,68083,227.4,0.708,123,1.252,50,0.76,2020-12-01 14:51:58
main_power,json,68114,227.3,0.681,115.2,1.253,50,0.74,2020-12-01 14:52:29
main_power,json,68145,227.5,0.691,118,1.254,50,0.75,2020-12-01 14:53:00
main_power,json,68176,227.1,0.674,112.8,1.255,50,0.74,2020-12-01 14:53:31
main_power,json,68207,227.2,0.675,113.5,1.256,50,0.74,2020-12-01 14:54:02
main_power,json,68238,227.1,0.68,113.9,1.257,50,0.74,2020-12-01 14:54:33
main_power,json,68269,227.2,0.664,111.4,1.258,50,0.74,2020-12-01 14:55:04
main_power,json,68300,226.9,0.674,112.6,1.259,50,0.74,2020-12-01 14:55:35
main_power,json,68331,227,0.716,126,1.26,50,0.78,2020-12-01 14:56:06
main_power,json,68363,227.5,0.66,110.9,1.261,50,0.74,2020-12-01 14:56:38
main_power,json,68394,227.7,0.675,112.5,1.262,50.1,0.73,2020-12-01 14:57:09
main_power,json,68425,227.5,0.669,112,1.263,50,0.74,2020-12-01 14:57:40
main_power,json,68456,227.3,0.679,112.9,1.264,50,0.73,2020-12-01 14:58:11
main_power,json,68487,227.6,0.703,123.1,1.265,50.1,0.77,2020-12-01 14:58:42
main_power,json,68518,227.7,0.714,125.3,1.266,50.1,0.77,2020-12-01 14:59:13
main_power,json,68549,227.7,0.693,116.9,1.267,50,0.74,2020-12-01 14:59:44
main_power,json,68580,227.7,0.667,111.4,1.268,50,0.73,2020-12-01 15:00:15
main_power,json,68611,227.9,0.677,112.2,1.269,50.1,0.73,2020-12-01 15:00:46
main_power,json,68642,227.6,0.707,123.8,1.27,50,0.77,2020-12-01 15:01:17
main_power,json,68673,227.5,0.719,126.2,1.271,50,0.77,2020-12-01 15:01:48
main_power,json,68705,227.6,0.676,113.9,1.272,50,0.74,2020-12-01 15:02:19
main_power,json,68736,227.5,0.703,121.5,1.273,50,0.76,2020-12-01 15:02:51
main_power,json,68767,227.5,0.703,121.2,1.274,50,0.76,2020-12-01 15:03:22
main_power,json,68798,227.6,0.67,111,1.275,50,0.73,2020-12-01 15:03:53
main_power,json,68829,227.5,0.678,113.9,1.276,50.1,0.74,2020-12-01 15:04:24
main_power,json,68860,227.4,0.671,111.9,1.277,50,0.73,2020-12-01 15:04:55
main_power,json,68891,227.5,0.665,110.3,1.278,50,0.73,2020-12-01 15:05:26
main_power,json,68922,227.6,0.669,110.3,1.279,50,0.72,2020-12-01 15:05:57
main_power,json,68953,227.6,0.669,110.3,1.28,50.1,0.72,2020-12-01 15:06:28
main_power,json,68984,227.4,0.696,119.3,1.281,50,0.75,2020-12-01 15:06:59
main_power,json,69015,227.4,0.699,120.6,1.282,50,0.76,2020-12-01 15:07:30
main_power,json,69047,227.4,0.67,112,1.283,50,0.74,2020-12-01 15:08:01
main_power,json,69078,227.3,0.681,113.5,1.284,50.1,0.73,2020-12-01 15:08:33
main_power,json,69109,227.2,0.67,111.8,1.285,50,0.73,2020-12-01 15:09:04
main_power,json,69140,227.1,0.671,111.8,1.286,50,0.73,2020-12-01 15:09:35
main_power,json,69171,227,0.671,112,1.287,50,0.74,2020-12-01 15:10:06
main_power,json,69202,227.3,0.683,115.3,1.288,50,0.74,2020-12-01 15:10:37
main_power,json,69233,226.9,0.664,110.6,1.289,50,0.73,2020-12-01 15:11:08
main_power,json,69264,226.9,0.672,111.6,1.29,49.9,0.73,2020-12-01 15:11:39
main_power,json,69295,227.1,0.687,116.8,1.291,50,0.75,2020-12-01 15:12:10
main_power,json,69326,226.9,0.681,113.5,1.292,49.9,0.73,2020-12-01 15:12:41
